   0.000000000E+00,   0.766984628E+05,   0.714474807E+03,   0.302252439E+00,   0.535861461E+01,  -0.336056913E+01
   0.100000000E+00,   0.766984628E+05,   0.714474807E+03,   0.302252439E+00,   0.535861461E+01,  -0.897904421E+01
   0.200000000E+00,   0.858669102E+05,   0.193041502E+04,   0.155652033E+01,   0.144782573E+02,  -0.232698076E+02
   0.300000000E+00,   0.104769371E+06,   0.230364347E+04,   0.239924037E+01,   0.172774987E+02,  -0.187489751E+02
   0.400000000E+00,   0.112218822E+06,   0.273000388E+04,   0.353062026E+01,   0.204752337E+02,  -0.373300959E+01
   0.500000000E+00,   0.121635979E+06,   0.150141678E+05,   0.187592012E+01,   0.112607384E+03,  -0.192131936E+02
   0.600000000E+00,   0.121239398E+06,   0.148004303E+05,   0.206387602E+01,   0.111004337E+03,  -0.340685495E+02
   0.700000000E+00,   0.120965165E+06,   0.145966516E+05,   0.215086096E+01,   0.109475981E+03,  -0.559215326E+02
   0.800000000E+00,   0.120991319E+06,   0.144103798E+05,   0.233152964E+01,   0.108078928E+03,  -0.994977779E+02
   0.900000000E+00,   0.766984628E+05,   0.143964609E+05,   0.255008977E+01,   0.107974536E+03,   0.381746021E+02
   0.100000000E+01,   0.766984628E+05,   0.241661299E+04,   0.313790782E+01,   0.181247786E+02,   0.638724151E+02
   0.110000000E+01,   0.766984628E+05,   0.714474807E+03,   0.302252439E+00,   0.535861461E+01,   0.638724151E+02
   0.502077822E+02
